year,date,month,arrest_type,offense,age,age_group,sex,race,weapon,offense_group,race_new
2021,2021-08-12,Aug,On View,Drug-related,45,40-49,Male,Black or African American,Firearm-involved,Drug Crimes,Black or African American
2021,2021-08-12,Aug,On View,Drug-related,48,40-49,Male,Black or African American,Firearm-involved,Drug Crimes,Black or African American
2021,2021-08-12,Aug,On View,Crime against sociey,47,40-49,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-08-12,Aug,On View,Property Destruction,31,30-39,Male,Black or African American,Firearm-involved,Property Crimes,Black or African American
2021,2021-08-12,Aug,On View,Assault or Intimidation,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-12,Aug,On View,Assault or Intimidation,38,30-39,Female,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-08-12,Aug,On View,"Theft, Auto-theft, and Larceny",18,Under 20,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-12,Aug,Custodied,Property Destruction,28,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-12,Aug,On View,Assault or Intimidation,57,50 or above,Female,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-08-12,Aug,On View,Property Destruction,67,50 or above,Female,White,Unarmed,Property Crimes,White
2021,2021-08-12,Aug,On View,Property Destruction,30,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-13,Aug,On View,Assault or Intimidation,53,50 or above,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-08-13,Aug,On View,Assault or Intimidation,32,30-39,Female,White,Unarmed,Violent Crimes,White
2021,2021-08-13,Aug,Custodied,Arson and Kidnapping/Abduction,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-13,Aug,Custodied,Fraud,37,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-13,Aug,On View,Property Destruction,22,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-13,Aug,On View,Assault or Intimidation,34,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-13,Aug,On View,Assault or Intimidation,23,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-13,Aug,On View,Crime against sociey,31,30-39,Female,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-08-13,Aug,On View,Robbery,26,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-15,Aug,Custodied,Murder and Nonnegligent Manslaughter,24,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-13,Aug,On View,Assault or Intimidation,43,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-13,Aug,On View,Property Destruction,33,30-39,Female,White,Unarmed,Property Crimes,White
2021,2021-08-13,Aug,On View,Assault or Intimidation,27,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-13,Aug,On View,"Theft, Auto-theft, and Larceny",45,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-13,Aug,On View,Assault or Intimidation,44,40-49,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-08-13,Aug,On View,Property Destruction,46,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-23,Aug,On View,"Theft, Auto-theft, and Larceny",42,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-23,Aug,On View,"Theft, Auto-theft, and Larceny",42,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-13,Aug,On View,Assault or Intimidation,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-15,Aug,On View,Assault or Intimidation,39,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-14,Aug,On View,Assault or Intimidation,66,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-14,Aug,On View,Assault or Intimidation,33,30-39,Male,White,Unarmed,Violent Crimes,White
2021,2021-08-14,Aug,On View,Assault or Intimidation,44,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-14,Aug,On View,Assault or Intimidation,38,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-14,Aug,On View,Crime against sociey,30,30-39,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-08-14,Aug,On View,Crime against sociey,41,40-49,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-08-17,Aug,Custodied,Murder and Nonnegligent Manslaughter,57,50 or above,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-08-14,Aug,On View,"Theft, Auto-theft, and Larceny",24,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-14,Aug,On View,Assault or Intimidation,27,20-29,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-08-14,Aug,Custodied,Assault or Intimidation,42,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-01,Sep,Custodied,Assault or Intimidation,36,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-14,Aug,On View,Property Destruction,16,Under 20,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-14,Aug,On View,Property Destruction,31,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-14,Aug,On View,"Theft, Auto-theft, and Larceny",57,50 or above,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-14,Aug,On View,Assault or Intimidation,47,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-14,Aug,On View,Assault or Intimidation,29,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-14,Aug,On View,Assault or Intimidation,39,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-14,Aug,On View,Drug-related,42,40-49,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-08-14,Aug,On View,Property Destruction,39,30-39,Female,Black or African American,Firearm-involved,Property Crimes,Black or African American
2021,2021-08-14,Aug,On View,Assault or Intimidation,26,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-14,Aug,On View,Assault or Intimidation,51,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-14,Aug,On View,Assault or Intimidation,29,20-29,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-08-14,Aug,On View,Assault or Intimidation,55,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-14,Aug,On View,Aggravated Assault,27,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-14,Aug,On View,Assault or Intimidation,32,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-14,Aug,On View,Crime against sociey,30,30-39,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-08-15,Aug,On View,Assault or Intimidation,32,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-15,Aug,On View,Assault or Intimidation,47,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-15,Aug,On View,Assault or Intimidation,51,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-15,Aug,On View,Assault or Intimidation,49,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-15,Aug,On View,Assault or Intimidation,33,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-15,Aug,On View,Assault or Intimidation,54,50 or above,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-15,Aug,On View,Assault or Intimidation,27,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-15,Aug,On View,Assault or Intimidation,61,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-15,Aug,On View,Assault or Intimidation,26,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-15,Aug,On View,Assault or Intimidation,18,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-15,Aug,On View,Assault or Intimidation,35,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-15,Aug,On View,"Theft, Auto-theft, and Larceny",46,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-15,Aug,On View,Aggravated Assault,55,50 or above,Female,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-08-15,Aug,On View,Aggravated Assault,35,30-39,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-08-15,Aug,On View,Drug-related,68,50 or above,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-08-15,Aug,On View,Assault or Intimidation,41,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-15,Aug,On View,Assault or Intimidation,39,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-16,Aug,On View,"Theft, Auto-theft, and Larceny",37,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-16,Aug,On View,Assault or Intimidation,29,20-29,Female,White,Unarmed,Violent Crimes,White
2021,2021-08-16,Aug,On View,Assault or Intimidation,30,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-16,Aug,On View,Assault or Intimidation,63,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-16,Aug,On View,Assault or Intimidation,29,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-19,Aug,Custodied,Assault or Intimidation,43,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-16,Aug,On View,Property Destruction,36,30-39,Male,White,Unarmed,Property Crimes,White
2021,2021-08-16,Aug,On View,Assault or Intimidation,36,30-39,Male,White,Unarmed,Violent Crimes,White
2021,2021-08-16,Aug,On View,Aggravated Assault,31,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-16,Aug,On View,Drug-related,20,20-29,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-08-30,Aug,Custodied,Aggravated Assault,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-16,Aug,On View,Property Destruction,37,30-39,Male,White,Unarmed,Property Crimes,White
2021,2021-08-16,Aug,On View,Assault or Intimidation,30,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-16,Aug,On View,Assault or Intimidation,26,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-20,Aug,On View,Property Destruction,54,50 or above,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-16,Aug,On View,Burglary or Trespassing,40,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-16,Aug,On View,Assault or Intimidation,23,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-16,Aug,On View,Property Destruction,41,40-49,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-08-16,Aug,On View,Assault or Intimidation,39,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-17,Aug,On View,Assault or Intimidation,37,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-17,Aug,On View,Assault or Intimidation,30,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-08-17,Aug,On View,Assault or Intimidation,34,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
